n_states,initialization,log_likelihood,aic,bic,model_params
5,6,-1258.7792803336592,2585.5585606673185,2750.9633851183276,"{'means': array([[ 0.93471543],
       [-0.06926397],
       [ 0.74443591],
       [-0.17050533],
       [-0.85594431]]), 'covars': array([[[1.06771634]],

       [[0.04077691]],

       [[0.671978  ]],

       [[0.38195546]],

       [[0.13300354]]]), 'transmat': array([[2.96138044e-02, 1.12971480e-01, 4.65086334e-01, 1.77241227e-03,
        3.90555969e-01],
       [6.31344664e-06, 1.13054876e-05, 3.25975707e-01, 2.55756537e-01,
        4.18250137e-01],
       [4.67774911e-01, 2.52108844e-02, 7.23290675e-05, 1.70589223e-01,
        3.36352653e-01],
       [4.16772722e-02, 9.32254898e-01, 4.09401791e-03, 4.59075031e-04,
        2.15147369e-02],
       [1.78214423e-02, 1.48738145e-05, 4.75048351e-01, 2.52000271e-02,
        4.81915305e-01]]), 'startprob': array([3.34873695e-095, 1.00000000e+000, 9.30746451e-071, 2.06540279e-106,
       4.67280736e-080])}"
5,7,-1267.4931239750338,2602.9862479500675,2768.3910724010766,"{'means': array([[-0.53251609],
       [ 0.98055144],
       [ 0.83797479],
       [-0.27696442],
       [-1.0280391 ]]), 'covars': array([[[0.2442345 ]],

       [[1.1108026 ]],

       [[0.47156575]],

       [[0.36302232]],

       [[0.07152872]]]), 'transmat': array([[5.82523831e-01, 6.79701012e-05, 3.21404687e-01, 3.23672405e-03,
        9.27667881e-02],
       [5.14750692e-01, 2.79114774e-03, 3.85556149e-01, 3.00012161e-04,
        9.66019993e-02],
       [2.50094964e-01, 5.19001895e-01, 9.59572011e-06, 1.13979610e-01,
        1.16913936e-01],
       [1.41171607e-05, 1.04833863e-04, 1.76104910e-01, 8.23776039e-01,
        9.99421924e-08],
       [2.39646710e-04, 6.06745423e-01, 8.70924941e-10, 4.36275348e-03,
        3.88652176e-01]]), 'startprob': array([1.00000000e+000, 4.82600028e-095, 1.02679573e-081, 1.60617028e-050,
       7.66859333e-165])}"
5,8,-1254.7016371929217,2577.4032743858434,2742.8080988368524,"{'means': array([[ 0.55963816],
       [-0.87588819],
       [ 2.70569357],
       [-0.14486815],
       [ 0.60767083]]), 'covars': array([[[0.18113318]],

       [[0.12749724]],

       [[0.26389066]],

       [[0.06281636]],

       [[0.70158331]]]), 'transmat': array([[9.83700958e-08, 1.38600031e-05, 3.43343349e-01, 6.56642639e-01,
        5.38912154e-08],
       [1.90627444e-02, 4.26243957e-01, 1.23601094e-02, 5.51911720e-02,
        4.87142018e-01],
       [5.02995445e-02, 4.41713458e-01, 6.59616822e-02, 6.14043185e-02,
        3.80620997e-01],
       [3.04095795e-01, 4.29989095e-01, 3.22503273e-13, 2.65855621e-01,
        5.94896825e-05],
       [8.06548581e-04, 3.60653037e-01, 6.94466624e-08, 7.45458668e-02,
        5.63994478e-01]]), 'startprob': array([2.25973293e-067, 3.31483514e-043, 3.38351423e-300, 1.00000000e+000,
       1.92178111e-039])}"
5,9,-1259.015600669401,2586.031201338802,2751.436025789811,"{'means': array([[ 0.46571019],
       [-0.90776393],
       [-0.96927826],
       [ 1.01266036],
       [-0.19733541]]), 'covars': array([[[0.52793993]],

       [[0.10534267]],

       [[0.10402014]],

       [[0.97286855]],

       [[0.07238604]]]), 'transmat': array([[4.37708537e-02, 1.46187530e-01, 2.54835618e-04, 4.18785259e-01,
        3.91001522e-01],
       [1.58272437e-03, 4.58393688e-01, 1.68903927e-02, 4.45160141e-01,
        7.79730533e-02],
       [5.28583335e-01, 2.91836205e-01, 1.03293363e-05, 1.36104577e-03,
        1.78209085e-01],
       [3.97054665e-01, 6.28553827e-02, 3.87762754e-01, 1.52326867e-01,
        3.31668070e-07],
       [4.58831311e-01, 4.99128376e-02, 3.28833473e-01, 8.16378707e-12,
        1.62422379e-01]]), 'startprob': array([3.33184005e-183, 1.41731813e-285, 0.00000000e+000, 0.00000000e+000,
       1.00000000e+000])}"
6,0,-1257.8671467894883,2609.7342935789766,2838.3821391436068,"{'means': array([[ 0.53243646],
       [-0.38862905],
       [ 1.04434043],
       [ 1.10357377],
       [-0.51098865],
       [-1.12462812]]), 'covars': array([[[0.49436364]],

       [[0.23530381]],

       [[1.00813736]],

       [[0.94848325]],

       [[0.14919258]],

       [[0.06716801]]]), 'transmat': array([[1.26490733e-06, 1.04111075e-01, 9.45870750e-04, 5.75326727e-01,
        3.17061077e-01, 2.55398504e-03],
       [1.94096850e-07, 4.42026726e-01, 4.70464835e-06, 8.90151635e-15,
        1.43039381e-01, 4.14928995e-01],
       [3.15140240e-01, 9.95961021e-06, 9.98770450e-13, 7.17579178e-06,
        5.03563204e-01, 1.81279420e-01],
       [4.13488437e-01, 2.53803350e-01, 4.57371919e-02, 1.42655505e-09,
        1.94465718e-14, 2.86971019e-01],
       [6.18455163e-01, 1.09313385e-01, 3.52695892e-08, 2.27579947e-10,
        2.72231416e-01, 9.25962857e-10],
       [1.92096848e-01, 4.45176889e-05, 3.48245886e-01, 1.82087686e-03,
        2.06874731e-01, 2.50917141e-01]]), 'startprob': array([7.07457678e-057, 3.68160010e-001, 1.00586776e-137, 5.07976840e-148,
       6.31839990e-001, 1.17292329e-276])}"
6,1,-1248.3208686927555,2590.641737385511,2819.2895829501413,"{'means': array([[-0.1990674 ],
       [ 2.52976261],
       [-0.93782326],
       [ 0.80525912],
       [ 0.7889098 ],
       [-0.15474459]]), 'covars': array([[[0.05408177]],

       [[0.36303199]],

       [[0.10548688]],

       [[0.55243651]],

       [[0.41180682]],

       [[0.27645013]]]), 'transmat': array([[3.70033519e-03, 4.40891502e-04, 4.09448250e-01, 1.25127927e-06,
        3.89402988e-01, 1.97006284e-01],
       [3.64322883e-13, 5.84485409e-02, 3.10973070e-01, 3.52390497e-01,
        1.20809796e-05, 2.78175811e-01],
       [1.30255947e-01, 2.35358164e-02, 4.23202392e-01, 2.63854116e-01,
        1.59127790e-01, 2.39390381e-05],
       [6.27039656e-02, 8.51828797e-18, 3.62539239e-01, 5.72213337e-01,
        2.08184868e-08, 2.54343754e-03],
       [1.42630026e-02, 1.49451923e-01, 2.28412076e-01, 9.18117938e-06,
        2.12507288e-07, 6.07863605e-01],
       [5.23031440e-01, 5.14219674e-12, 1.36586798e-01, 1.23223174e-07,
        1.96839196e-01, 1.43542443e-01]]), 'startprob': array([1.00000000e+000, 0.00000000e+000, 6.06383691e-276, 1.92581353e-236,
       1.89735329e-191, 7.18957267e-119])}"
6,2,-1251.9154468370368,2597.8308936740736,2826.4787392387043,"{'means': array([[ 1.16337664],
       [-0.05737161],
       [-1.0318428 ],
       [ 0.71232856],
       [-0.43473666],
       [ 2.53325327]]), 'covars': array([[[0.33171004]],

       [[0.32768359]],

       [[0.08999725]],

       [[0.19236278]],

       [[0.21391707]],

       [[0.33129119]]]), 'transmat': array([[2.15152311e-01, 4.83986546e-01, 3.00057507e-01, 6.89299533e-08,
        8.03567043e-04, 2.19539232e-15],
       [3.82914767e-01, 2.95607393e-03, 3.28080261e-04, 2.86649669e-04,
        6.13514219e-01, 2.10073996e-07],
       [2.72897970e-01, 3.64212929e-01, 3.16291596e-01, 1.29415910e-03,
        1.34902310e-05, 4.52898551e-02],
       [1.26196854e-07, 2.57717331e-05, 8.10115192e-10, 2.28020005e-12,
        5.89101518e-01, 4.10872584e-01],
       [3.33426988e-19, 2.63810302e-01, 2.68979019e-01, 1.65272683e-01,
        3.01937997e-01, 4.98977252e-24],
       [2.07858139e-01, 6.05686264e-08, 2.20139422e-02, 7.06612673e-02,
        6.16128866e-01, 8.33377243e-02]]), 'startprob': array([0.00000000e+000, 1.35528170e-017, 4.00147573e-238, 1.16187225e-097,
       1.00000000e+000, 8.89376272e-315])}"
6,3,-1260.8400703530294,2615.680140706059,2844.3279862706895,"{'means': array([[-0.22797225],
       [-0.44146578],
       [-0.23401448],
       [ 0.81927811],
       [-0.99854751],
       [ 1.07399583]]), 'covars': array([[[0.34476731]],

       [[0.2245602 ]],

       [[0.17052531]],

       [[0.39468123]],

       [[0.08697665]],

       [[1.00406025]]]), 'transmat': array([[8.28761355e-01, 4.34070721e-03, 1.12371997e-04, 4.82963093e-06,
        7.77875090e-07, 1.66779958e-01],
       [2.87597022e-02, 1.93434671e-02, 5.00270927e-04, 5.76687148e-01,
        3.74709410e-01, 8.91345655e-10],
       [1.06497303e-07, 9.04400502e-01, 2.51102834e-08, 9.54607312e-02,
        5.60372434e-05, 8.25978825e-05],
       [1.25292853e-01, 2.65211826e-01, 3.56045539e-04, 4.18117688e-13,
        2.59927513e-01, 3.49211762e-01],
       [4.92040840e-05, 4.39798234e-01, 4.54102594e-08, 4.23975906e-05,
        2.32811302e-01, 3.27298817e-01],
       [1.05094209e-03, 8.69458104e-03, 3.04645552e-01, 2.38652187e-01,
        2.24019275e-01, 2.22937464e-01]]), 'startprob': array([6.72723420e-146, 1.00000000e+000, 3.45466775e-174, 4.45452936e-173,
       1.04689270e-241, 1.19496474e-176])}"
6,4,-1252.075821017038,2598.151642034076,2826.799487598706,"{'means': array([[-1.17162045],
       [ 1.09907778],
       [ 0.66538566],
       [ 1.76827706],
       [-0.74543464],
       [-0.06155553]]), 'covars': array([[[0.05478259]],

       [[1.08035276]],

       [[0.38149336]],

       [[0.04380435]],

       [[0.13951567]],

       [[0.07783736]]]), 'transmat': array([[2.14815179e-01, 5.51752243e-01, 1.37507105e-09, 1.15412860e-07,
        9.61232994e-08, 2.33432366e-01],
       [6.95595778e-02, 1.37831774e-01, 2.85389346e-01, 1.64076386e-02,
        3.56131891e-01, 1.34679773e-01],
       [3.04395179e-02, 4.54166714e-01, 2.23717414e-12, 8.64359836e-19,
        2.82179538e-01, 2.33214230e-01],
       [8.29605100e-01, 3.85167446e-34, 3.56560735e-27, 1.70394900e-01,
        3.23965711e-25, 1.14330431e-11],
       [2.31830108e-02, 4.17113765e-10, 4.26964057e-01, 1.94398524e-33,
        5.49402593e-01, 4.50338697e-04],
       [1.78566027e-01, 5.26354931e-04, 2.21288181e-01, 4.83995617e-02,
        2.18998284e-01, 3.32221592e-01]]), 'startprob': array([0.00000000e+000, 6.81773054e-130, 9.97073154e-052, 0.00000000e+000,
       5.52727019e-037, 1.00000000e+000])}"
6,5,-1245.5347724072806,2585.069544814561,2813.717390379192,"{'means': array([[-1.14829165],
       [ 0.79610205],
       [ 2.60567633],
       [-0.12457504],
       [-0.57929243],
       [ 0.39202594]]), 'covars': array([[[0.06477542]],

       [[0.51406806]],

       [[0.28910493]],

       [[0.04479349]],

       [[0.14432959]],

       [[0.13869916]]]), 'transmat': array([[1.83376244e-01, 4.26717759e-01, 4.81572852e-02, 1.64713692e-02,
        2.91826939e-01, 3.34504041e-02],
       [1.70600432e-01, 4.35538750e-01, 1.25673738e-02, 3.65229177e-18,
        3.31618120e-01, 4.96753231e-02],
       [7.42380491e-05, 3.59810449e-01, 6.12547275e-02, 6.35960271e-64,
        5.78860585e-01, 5.78019750e-17],
       [3.48671708e-01, 7.06986676e-39, 2.11397789e-50, 1.52991617e-01,
        1.01205253e-14, 4.98336674e-01],
       [1.10097335e-01, 3.75950578e-01, 5.02124691e-19, 3.36300887e-02,
        4.80321999e-01, 2.33598231e-10],
       [9.66933085e-06, 9.74060337e-14, 2.67025836e-01, 7.32964495e-01,
        7.14921306e-16, 8.59469010e-22]]), 'startprob': array([0.00000000e+000, 4.83146852e-287, 0.00000000e+000, 2.74683052e-034,
       1.00000000e+000, 2.91640472e-258])}"
6,6,-1259.8792092482513,2613.7584184965026,2842.406264061133,"{'means': array([[ 0.99812871],
       [-0.46495729],
       [ 1.68705704],
       [-0.99626264],
       [ 0.26991058],
       [ 2.40798368]]), 'covars': array([[[0.45531794]],

       [[0.23376921]],

       [[0.9061145 ]],

       [[0.09426415]],

       [[0.45963067]],

       [[0.21597131]]]), 'transmat': array([[2.39867209e-01, 7.19189366e-01, 3.63847930e-02, 4.55426910e-03,
        4.36255877e-06, 8.49453154e-10],
       [2.15938307e-01, 6.34089830e-01, 8.60553111e-06, 1.49817762e-01,
        1.45495253e-04, 2.65618572e-11],
       [9.17173523e-06, 6.10436046e-04, 2.44673518e-06, 9.99377925e-01,
        2.00279986e-08, 2.80284637e-15],
       [1.57922020e-01, 1.88592734e-04, 5.44845799e-02, 3.56311980e-01,
        4.18640975e-01, 1.24518533e-02],
       [1.20468741e-07, 2.06158909e-09, 7.50055549e-02, 1.58444771e-01,
        6.94795103e-01, 7.17544483e-02],
       [9.39055965e-01, 2.59205539e-11, 2.13804577e-02, 3.95635761e-02,
        1.44202854e-09, 2.07204448e-16]]), 'startprob': array([1.73469878e-46, 1.00000000e+00, 3.77375826e-58, 7.01782352e-53,
       2.09941030e-30, 0.00000000e+00])}"
6,7,-1250.8952664359213,2595.7905328718425,2824.4383784364727,"{'means': array([[-0.86244642],
       [ 0.79228402],
       [ 0.87073565],
       [-0.12737094],
       [ 0.0115794 ],
       [-0.68021557]]), 'covars': array([[[0.13382809]],

       [[0.33948273]],

       [[0.95844197]],

       [[0.3850889 ]],

       [[0.0133215 ]],

       [[0.18600947]]]), 'transmat': array([[6.32744656e-03, 5.20869757e-10, 3.73842407e-01, 1.96116474e-02,
        6.25603063e-05, 6.00155939e-01],
       [1.63126807e-08, 4.69401706e-12, 3.17597172e-01, 3.56305515e-01,
        2.00375418e-08, 3.26097277e-01],
       [4.32830093e-01, 6.25393739e-07, 5.19253417e-01, 5.38118016e-09,
        4.79155633e-02, 2.95616711e-07],
       [1.46325172e-03, 8.16388439e-02, 7.86025111e-17, 1.06976615e-01,
        8.09921289e-01, 2.70595037e-12],
       [5.93861790e-03, 2.31252860e-08, 3.21937699e-01, 2.41383543e-01,
        3.32520982e-19, 4.30740118e-01],
       [4.85610566e-01, 5.14387011e-01, 9.12785681e-15, 1.12312779e-17,
        2.42338439e-06, 3.08927404e-11]]), 'startprob': array([0.00000000e+000, 0.00000000e+000, 3.07883995e-269, 6.37569807e-260,
       1.78439757e-146, 1.00000000e+000])}"
6,8,-1253.307816681725,2600.61563336345,2829.26347892808,"{'means': array([[-1.17956055],
       [ 0.96838221],
       [-0.03027789],
       [ 0.91943656],
       [-0.64786754],
       [ 1.25115403]]), 'covars': array([[[0.05758531]],

       [[0.226404  ]],

       [[0.17546073]],

       [[0.78339306]],

       [[0.13727579]],

       [[0.9250041 ]]]), 'transmat': array([[1.51295319e-01, 6.77859309e-04, 3.31254953e-01, 6.20975728e-08,
        1.99968525e-01, 3.16803282e-01],
       [1.24402363e-02, 5.77611968e-02, 5.13253675e-01, 2.60342900e-02,
        2.87832510e-01, 1.02678091e-01],
       [1.66165102e-01, 7.36497090e-04, 5.36853949e-01, 2.07371932e-01,
        8.88724744e-02, 4.56107815e-08],
       [3.67116919e-01, 2.02615555e-03, 2.07623159e-05, 1.00953710e-09,
        4.23027814e-03, 6.26605884e-01],
       [8.58907197e-02, 3.09227330e-01, 3.75275571e-03, 6.66935514e-02,
        5.34435637e-01, 6.29080545e-09],
       [2.31639104e-13, 1.19455232e-15, 1.12955193e-01, 3.55809718e-01,
        5.31217700e-01, 1.73885401e-05]]), 'startprob': array([0.00000000e+000, 6.79252780e-188, 1.81439485e-033, 8.78343545e-083,
       1.00000000e+000, 2.34559141e-158])}"
6,9,-1273.2176033190735,2640.435206638147,2869.0830522027773,"{'means': array([[-0.8450653 ],
       [ 0.48068329],
       [ 1.43066202],
       [-0.48147439],
       [ 0.91319862],
       [-0.37829939]]), 'covars': array([[[0.15138718]],

       [[0.45921953]],

       [[1.04193868]],

       [[0.24775914]],

       [[0.59885866]],

       [[0.32934408]]]), 'transmat': array([[1.56320354e-01, 1.25144061e-02, 7.73857204e-02, 1.96996984e-01,
        2.69757171e-01, 2.87025365e-01],
       [3.77686184e-01, 2.28045855e-02, 1.99670763e-01, 2.13136412e-01,
        1.86701981e-01, 7.45057555e-08],
       [2.38667190e-01, 2.71906377e-02, 8.90052645e-02, 3.27368971e-01,
        3.17660366e-01, 1.07571256e-04],
       [9.94424413e-01, 5.18943343e-05, 2.92634786e-04, 3.13172259e-03,
        5.58742653e-06, 2.09374797e-03],
       [1.01629994e-04, 2.31071649e-01, 1.64427434e-01, 2.56791317e-02,
        4.83867905e-07, 5.78719671e-01],
       [1.50519688e-02, 9.78599907e-01, 2.78998188e-05, 7.84851416e-14,
        1.22408597e-11, 6.32022427e-03]]), 'startprob': array([1.68843088e-044, 3.37039162e-047, 1.75927986e-109, 6.35525855e-001,
       1.07172580e-093, 3.64474145e-001])}"
7,0,-1253.753756518157,2631.507513036314,2933.128075270507,"{'means': array([[ 1.9611672 ],
       [-1.03972447],
       [-0.29844362],
       [-0.13477964],
       [ 1.0758067 ],
       [ 0.53038872],
       [-0.93937728]]), 'covars': array([[[0.55964534]],

       [[0.09108002]],

       [[0.20396147]],

       [[0.25497386]],

       [[0.24712429]],

       [[0.19084302]],

       [[0.09717911]]]), 'transmat': array([[1.05280184e-01, 1.38462809e-01, 4.05829014e-04, 2.17969838e-01,
        2.65810692e-01, 5.74396922e-02, 2.14630956e-01],
       [1.29058083e-01, 7.47903642e-03, 5.20401436e-01, 9.30171149e-04,
        3.42131261e-01, 2.60603911e-11, 1.27719243e-08],
       [7.91080684e-12, 1.71215910e-01, 3.68980240e-03, 4.38233951e-01,
        2.44014944e-01, 1.42828805e-01, 1.65870241e-05],
       [2.56872521e-07, 8.08218332e-02, 6.66549250e-01, 1.07353151e-03,
        2.32375732e-07, 5.74182461e-10, 2.51554895e-01],
       [1.06569632e-20, 2.27976233e-01, 3.92971555e-01, 2.23172261e-01,
        7.41996961e-02, 8.16779528e-02, 2.30236973e-06],
       [7.19764535e-01, 4.13774168e-07, 4.57779542e-02, 2.91123249e-02,
        2.05344772e-01, 1.99332518e-17, 1.27554124e-11],
       [8.15447255e-11, 4.83277603e-01, 5.07779357e-04, 2.16142821e-05,
        7.65392807e-04, 1.05367657e-01, 4.10059953e-01]]), 'startprob': array([0.00000000e+000, 3.98594877e-243, 1.00000000e+000, 1.51778667e-064,
       1.09948027e-212, 3.41839851e-111, 2.71719797e-046])}"
7,1,-1244.2107156697652,2612.4214313395305,2914.0419935737236,"{'means': array([[-1.06210922],
       [ 0.77610084],
       [-0.29064588],
       [ 1.27906308],
       [ 1.3808425 ],
       [ 1.82976428],
       [-0.32431768]]), 'covars': array([[[0.07725751]],

       [[0.06206294]],

       [[0.22451379]],

       [[1.163179  ]],

       [[0.09937358]],

       [[0.2209372 ]],

       [[0.25807893]]]), 'transmat': array([[2.66812264e-01, 1.29999160e-01, 3.79431535e-01, 1.35817294e-01,
        5.66509529e-02, 3.06463365e-02, 6.42458174e-04],
       [1.04853916e-09, 1.09512871e-16, 2.34670025e-01, 5.53929979e-01,
        7.73673826e-15, 8.56308780e-24, 2.11399995e-01],
       [2.95835464e-01, 1.80289013e-01, 5.90439758e-02, 1.03406531e-01,
        1.24859270e-01, 2.27686942e-17, 2.36565746e-01],
       [2.46289279e-01, 1.75782686e-01, 8.86178777e-12, 1.63654349e-14,
        2.75052230e-23, 1.45994259e-01, 4.31933776e-01],
       [3.39487479e-01, 4.62558419e-07, 4.77329376e-01, 2.21190006e-14,
        8.51264884e-19, 2.13582319e-74, 1.83182683e-01],
       [8.13037070e-17, 1.09313966e-19, 3.65753503e-01, 1.44243539e-26,
        6.34246497e-01, 5.76266743e-55, 1.15471298e-11],
       [3.02528435e-09, 1.04695051e-07, 7.86031847e-01, 1.79916160e-15,
        1.40925573e-12, 1.07967475e-02, 2.03171298e-01]]), 'startprob': array([0.00000000e+000, 0.00000000e+000, 1.00000000e+000, 5.02429095e-298,
       0.00000000e+000, 0.00000000e+000, 2.79917770e-201])}"
7,2,-1242.1056576156257,2608.2113152312513,2909.8318774654444,"{'means': array([[ 0.88618049],
       [-0.937167  ],
       [ 2.63814439],
       [-0.29828533],
       [ 0.63463676],
       [ 0.69887001],
       [-0.15664575]]), 'covars': array([[[0.53141845]],

       [[0.10818709]],

       [[0.308008  ]],

       [[0.22689565]],

       [[0.46954882]],

       [[0.150749  ]],

       [[0.04101446]]]), 'transmat': array([[5.51749079e-01, 3.64271698e-01, 7.88647279e-43, 1.93227082e-07,
        2.36484857e-13, 2.40490455e-30, 8.39790298e-02],
       [2.63091357e-01, 4.32246573e-01, 2.02471263e-02, 3.11623875e-03,
        1.87073524e-01, 1.17768977e-05, 9.42134039e-02],
       [2.39666143e-01, 2.36619670e-01, 7.74774061e-02, 4.39589415e-01,
        6.64736504e-03, 1.33161621e-56, 2.55316800e-83],
       [1.11258486e-14, 1.70368683e-01, 1.14208575e-09, 3.31297541e-01,
        6.10632722e-02, 1.40390596e-01, 2.96879907e-01],
       [6.90201758e-17, 1.48089868e-01, 1.64203091e-27, 8.51898601e-01,
        1.14570897e-05, 7.31244096e-08, 5.95506701e-10],
       [2.52252424e-18, 1.45111876e-15, 7.31622324e-01, 3.24910029e-16,
        2.68377676e-01, 1.20190725e-39, 1.79700750e-19],
       [1.70824275e-01, 4.58524604e-01, 1.91505530e-52, 5.96001949e-05,
        3.70371610e-01, 2.15948595e-04, 3.96321041e-06]]), 'startprob': array([0.00000000e+000, 0.00000000e+000, 0.00000000e+000, 1.14332448e-204,
       7.59359326e-231, 0.00000000e+000, 1.00000000e+000])}"
7,3,-1244.1473610792323,2612.2947221584645,2913.9152843926577,"{'means': array([[-0.93299906],
       [ 1.12233628],
       [ 1.25519926],
       [-0.22167578],
       [ 0.08690092],
       [ 0.60997755],
       [ 2.60349701]]), 'covars': array([[[0.11135065]],

       [[0.34611202]],

       [[0.5105762 ]],

       [[0.10100931]],

       [[0.22069326]],

       [[0.18491132]],

       [[0.30145035]]]), 'transmat': array([[3.92341346e-01, 2.41049385e-01, 3.07387493e-05, 1.08722495e-01,
        2.09295472e-01, 2.42046584e-02, 2.43559039e-02],
       [4.22825547e-01, 1.96993495e-01, 6.87439961e-11, 1.21891575e-06,
        3.80179739e-01, 2.63550419e-14, 1.36392511e-36],
       [4.07091603e-09, 8.49134735e-02, 2.75506388e-01, 6.39580134e-01,
        2.63847475e-39, 3.73067131e-33, 1.78648537e-71],
       [5.10636381e-01, 4.82327081e-07, 1.81581594e-14, 1.49128741e-01,
        8.12258235e-02, 2.59008572e-01, 3.80435827e-54],
       [1.52781123e-01, 4.49773554e-01, 1.02375580e-09, 3.92512363e-01,
        4.93295904e-03, 3.84283772e-16, 3.98636435e-34],
       [3.83607920e-02, 3.28521865e-10, 1.00251965e-07, 6.06561955e-01,
        9.01468564e-06, 5.19789954e-18, 3.55068137e-01],
       [3.92058188e-01, 3.65949239e-28, 4.98864053e-01, 1.09077759e-01,
        5.33932150e-11, 4.99290593e-17, 6.67001751e-60]]), 'startprob': array([0.00000000e+000, 2.22209401e-314, 4.11474478e-275, 1.00000000e+000,
       3.90720946e-080, 2.37385465e-312, 0.00000000e+000])}"
7,4,-1250.886921044271,2625.773842088542,2927.3944043227357,"{'means': array([[-0.10027119],
       [-0.84560777],
       [ 0.93626468],
       [-0.89969908],
       [-0.40966418],
       [ 1.21456306],
       [-0.00753913]]), 'covars': array([[[0.00885248]],

       [[0.1286556 ]],

       [[0.30593853]],

       [[0.10252742]],

       [[0.3569487 ]],

       [[0.96662888]],

       [[0.27667498]]]), 'transmat': array([[1.34144137e-08, 7.28103473e-12, 5.64939011e-30, 2.08965943e-01,
        5.81109827e-16, 1.01237067e-20, 7.91034043e-01],
       [1.34846420e-14, 9.25016122e-19, 3.83054632e-01, 6.14074478e-01,
        2.02170398e-16, 2.87089016e-03, 4.05882304e-23],
       [5.19090120e-22, 3.51596277e-11, 6.44204218e-17, 2.75661715e-01,
        1.40079690e-23, 1.80798384e-01, 5.43539901e-01],
       [3.32146482e-13, 9.30925179e-02, 1.17889326e-01, 4.47562386e-15,
        6.52270094e-01, 1.36748062e-01, 9.90737101e-15],
       [1.45600146e-01, 3.73777500e-01, 4.12219030e-01, 9.37877827e-07,
        1.34243804e-12, 6.84023841e-02, 2.70223466e-09],
       [7.58187457e-02, 1.97764333e-01, 1.43065914e-08, 1.95746485e-01,
        1.04728658e-06, 4.73845679e-01, 5.68236962e-02],
       [2.57406546e-08, 1.41373363e-19, 6.69887664e-11, 4.85722997e-20,
        8.18277336e-01, 1.81722639e-01, 2.65333420e-12]]), 'startprob': array([2.22580995e-084, 1.00000000e+000, 0.00000000e+000, 0.00000000e+000,
       6.33240922e-028, 5.64457374e-184, 1.32883490e-113])}"
7,5,-1233.1340330403018,2590.2680660806036,2891.8886283147967,"{'means': array([[-1.37669903],
       [ 0.31599095],
       [ 1.36040885],
       [-0.25306144],
       [ 0.65174218],
       [-0.91198265],
       [-0.78958912]]), 'covars': array([[[0.01623086]],

       [[0.53072528]],

       [[0.87887463]],

       [[0.06727423]],

       [[0.51365053]],

       [[0.02970178]],

       [[0.04539129]]]), 'transmat': array([[9.10748877e-02, 2.86521673e-10, 1.82848699e-08, 2.16674763e-01,
        5.29230540e-01, 1.06535995e-01, 5.64837957e-02],
       [1.07428102e-01, 9.76461266e-20, 3.78656457e-01, 4.88737220e-01,
        2.09048415e-06, 2.51698652e-02, 6.26599337e-06],
       [2.89674888e-04, 5.41262811e-01, 7.75966634e-02, 6.29645055e-02,
        1.43591950e-02, 2.19428189e-01, 8.40989612e-02],
       [6.10805592e-02, 5.54386981e-01, 7.40438572e-03, 7.82665968e-02,
        1.57633556e-04, 1.28860036e-01, 1.69843807e-01],
       [1.06529614e-01, 1.22444162e-04, 6.50919331e-07, 3.35903672e-10,
        5.51257546e-01, 1.43589244e-01, 1.98500500e-01],
       [1.21780344e-01, 7.20587880e-11, 2.87124292e-01, 1.72500593e-03,
        1.37568693e-01, 3.82522123e-01, 6.92795417e-02],
       [3.71337883e-18, 5.39829559e-01, 3.85534749e-10, 4.60145023e-01,
        8.39867125e-06, 1.01640281e-07, 1.69180160e-05]]), 'startprob': array([0.00000000e+000, 5.90700157e-133, 4.46538013e-317, 1.00000000e+000,
       8.64948613e-167, 0.00000000e+000, 8.82638480e-269])}"
7,6,-1234.830853300909,2593.661706601818,2895.282268836011,"{'means': array([[-0.85627479],
       [ 0.55253671],
       [-0.15325323],
       [ 1.6031432 ],
       [ 2.59922399],
       [ 0.86476072],
       [ 0.24104558]]), 'covars': array([[[0.13290087]],

       [[0.65598576]],

       [[0.03712761]],

       [[0.08373657]],

       [[0.2904711 ]],

       [[0.01585816]],

       [[0.067779  ]]]), 'transmat': array([[4.35380843e-01, 4.10652834e-01, 7.11461247e-02, 3.22951593e-02,
        1.87024136e-02, 3.17826732e-02, 3.99517025e-05],
       [4.57501536e-01, 5.42338872e-01, 1.34813757e-06, 1.40445878e-26,
        6.56064810e-16, 1.56810572e-04, 1.43349518e-06],
       [3.43384666e-01, 9.46753325e-02, 1.46117263e-01, 6.59875475e-19,
        4.39806846e-44, 9.22582150e-02, 3.23564523e-01],
       [9.67783402e-06, 1.82468006e-09, 9.53169666e-09, 3.98719206e-64,
        4.36636291e-34, 6.44753403e-44, 9.99990311e-01],
       [3.40703499e-01, 5.85401012e-01, 1.14767248e-08, 1.66994028e-71,
        7.38954776e-02, 4.25934615e-26, 2.91942460e-24],
       [1.17249781e-09, 8.85317392e-05, 3.64677393e-01, 1.13612123e-01,
        4.72708520e-01, 1.75561489e-12, 4.89134308e-02],
       [5.42138595e-03, 1.51573839e-22, 7.59538800e-01, 2.96671407e-07,
        1.64011889e-01, 7.10272424e-02, 3.86444030e-07]]), 'startprob': array([2.54587060e-140, 1.47227136e-101, 1.00000000e+000, 0.00000000e+000,
       0.00000000e+000, 0.00000000e+000, 2.76483681e-216])}"
